Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Probability and Statistical Inference","Universitext","","","","10.1007/978-1-4684-0091-5","Dr. J. G. Kalbfleisch","1979","http://link.springer.com/book/10.1007/978-1-4684-0091-5","Book"
"Algebra for Computer Science","Universitext","","","","10.1007/978-1-4613-8797-8","Lars GårdingTorbjörn Tambour","1988","http://link.springer.com/book/10.1007/978-1-4613-8797-8","Book"
"Arithmetics","Universitext","","","","10.1007/978-1-4471-2131-2","Marc Hindry","2011","http://link.springer.com/book/10.1007/978-1-4471-2131-2","Book"
"The Theory of Finite Groups","Universitext","","","","10.1007/b97433","Hans KurzweilBernd Stellmacher","2004","http://link.springer.com/book/10.1007/b97433","Book"
"The Theory of Differential Equations","Universitext","","","","10.1007/978-1-4419-5783-2","Walter G. KelleyAllan C. Peterson","2010","http://link.springer.com/book/10.1007/978-1-4419-5783-2","Book"
"Advanced Analysis","Universitext","","","","10.1007/978-1-4613-8474-8","R. KannanCarole King Krueger","1996","http://link.springer.com/book/10.1007/978-1-4613-8474-8","Book"
"Fluctuations of Lévy Processes with Applications","Universitext","","","","10.1007/978-3-642-37632-0","Andreas E. Kyprianou","2014","http://link.springer.com/book/10.1007/978-3-642-37632-0","Book"
"Algebraic Theory of Quadratic Numbers","Universitext","","","","10.1007/978-1-4614-7717-4","Mak Trifković","2013","http://link.springer.com/book/10.1007/978-1-4614-7717-4","Book"
"Statistics of Financial Markets","Universitext","","","","10.1007/978-3-642-11134-1","Szymon BorakWolfgang Karl HärdleBrenda López Cabrera","2010","http://link.springer.com/book/10.1007/978-3-642-11134-1","Book"
"Statistics of Financial Markets","Universitext","","","","10.1007/978-3-642-16521-4","Jürgen FrankeWolfgang Karl HärdleChristian Matthias Hafner","2011","http://link.springer.com/book/10.1007/978-3-642-16521-4","Book"
"Statistics of Financial Markets","Universitext","","","","10.1007/978-3-540-76272-0","Professor Dr. Jürgen FrankeProfessor Dr. Wolfgang K. HärdleProfessor Dr. Christian M. Hafner","2008","http://link.springer.com/book/10.1007/978-3-540-76272-0","Book"
"Set Theory","Universitext","","","","10.1007/978-3-319-06725-4","Ralf Schindler","2014","http://link.springer.com/book/10.1007/978-3-319-06725-4","Book"
"Distributions, Partial Differential Equations, and Harmonic Analysis","Universitext","","","","10.1007/978-1-4614-8208-6","Dorina Mitrea","2013","http://link.springer.com/book/10.1007/978-1-4614-8208-6","Book"
"Stochastic Partial Differential Equations","Universitext","","","","10.1007/978-0-387-89488-1","Helge HoldenBernt ØksendalJan UbøeTusheng Zhang","2010","http://link.springer.com/book/10.1007/978-0-387-89488-1","Book"
"An Introduction to Semiclassical and Microlocal Analysis","Universitext","","","","10.1007/978-1-4757-4495-8","André Martinez","2002","http://link.springer.com/book/10.1007/978-1-4757-4495-8","Book"
"Hypergeometric Summation","Universitext","","","","10.1007/978-1-4471-6464-7","Wolfram Koepf","2014","http://link.springer.com/book/10.1007/978-1-4471-6464-7","Book"
"An Introductory Course in Functional Analysis","Universitext","","","","10.1007/978-1-4939-1945-1","Adam BowersNigel J. Kalton","2014","http://link.springer.com/book/10.1007/978-1-4939-1945-1","Book"
"Introduction to Noncommutative Algebra","Universitext","","","","10.1007/978-3-319-08693-4","Matej Brešar","2014","http://link.springer.com/book/10.1007/978-3-319-08693-4","Book"
